0.4,0.6,0.9,1.6,1.6,2.3,2.7,2.7
0.1,1.4,1.4,1.6,1.9,2.1,2.6,2.9
0.6,0.7,1.2,1.4,1.5,1.8,2.3,2.5,2.7
0.5,0.7,1.4,1.6,1.8,2.0,2.1,2.4,2.6
